TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.8,business and economy,0.8178368121442126,431,527,81.67053364269141,352
0.8,sport,0.9114173228346457,463,508,95.03239740820734,440
0.8,arts and culture,0.7780548628428927,312,401,75.64102564102564,236
0.8,science and technology,0.8277027027027027,245,296,86.93877551020408,213
0.9,all,0.8239388562849734,6037,7327,90.14411131356634,5442
0.9,armed conflicts and attacks,0.8890593047034765,1739,1956,93.50201265094883,1626
0.9,politics and elections,0.8042168674698795,1068,1328,86.51685393258427,924
0.9,law and crime,0.745819397993311,892,1196,83.5201793721973,745
0.9,disasters and accidents,0.8995515695067264,1003,1115,96.61016949152543,969
0.9,business and economy,0.7286527514231499,384,527,85.41666666666667,328
0.9,sport,0.8838582677165354,449,508,96.21380846325167,432
0.9,arts and culture,0.6932668329177057,278,401,79.13669064748201,220
0.9,science and technology,0.7567567567567568,224,296,88.39285714285714,198
