TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.5,armed conflicts and attacks,0.9923312883435583,1941,1956,88.30499742400825,1714
0.5,politics and elections,0.9871987951807228,1311,1328,81.31197559115179,1066
0.5,law and crime,0.9782608695652174,1170,1196,75.55555555555556,884
0.5,disasters and accidents,0.9919282511210762,1106,1115,93.49005424954792,1034
0.5,business and economy,0.9582542694497154,505,527,70.4950495049505,356
0.5,sport,0.9901574803149606,503,508,92.84294234592446,467
0.5,arts and culture,0.9576059850374065,384,401,67.70833333333333,260
0.5,science and technology,0.9662162162162162,286,296,82.16783216783217,235
0.6,all,0.9481370274327828,6947,7327,85.05829854613502,5909
0.6,armed conflicts and attacks,0.9575664621676891,1873,1956,89.85584623598506,1683
0.6,politics and elections,0.9646084337349398,1281,1328,81.88914910226386,1049
0.6,law and crime,0.9364548494983278,1120,1196,77.05357142857143,863
0.6,disasters and accidents,0.9739910313901345,1086,1115,94.5672191528545,1027
0.6,business and economy,0.8994307400379506,474,527,72.57383966244726,344
0.6,sport,0.9625984251968503,489,508,94.27402862985686,461
0.6,arts and culture,0.8703241895261845,349,401,71.34670487106017,249
0.6,science and technology,0.9290540540540541,275,296,84.72727272727273,233
0.7,all,0.9170192438924526,6719,7327,86.47120107158804,5810
0.7,armed conflicts and attacks,0.9330265848670757,1825,1956,91.23287671232876,1665
0.7,politics and elections,0.9201807228915663,1222,1328,83.9607201309329,1026
0.7,law and crime,0.9013377926421404,1078,1196,77.92207792207792,840
0.7,disasters and accidents,0.9551569506726457,1065,1115,95.39906103286386,1016
0.7,business and economy,0.8500948766603416,448,527,73.66071428571429,330
0.7,sport,0.9429133858267716,479,508,95.4070981210856,457
0.7,arts and culture,0.8354114713216958,335,401,73.13432835820896,245
0.7,science and technology,0.902027027027027,267,296,86.51685393258427,231
0.8,all,0.8756653473454347,6416,7327,88.02992518703242,5648
0.8,armed conflicts and attacks,0.90439672801636,1769,1956,91.91633691351046,1626
0.8,politics and elections,0.8780120481927711,1166,1328,86.10634648370497,1004
0.8,law and crime,0.842809364548495,1008,1196,79.56349206349206,802
0.8,disasters and accidents,0.9345291479820628,1042,1115,96.3531669865643,1004
0.8,business and economy,0.7703984819734345,406,527,76.84729064039409,312
0.8,sport,0.9251968503937008,470,508,95.95744680851064,451
0.8,arts and culture,0.7556109725685786,303,401,74.58745874587459,226
0.8,science and technology,0.8513513513513513,252,296,88.4920634920635,223
0.9,all,0.8191620035485192,6002,7327,89.95334888370543,5399
0.9,armed conflicts and attacks,0.8619631901840491,1686,1956,93.3570581257414,1574
0.9,politics and elections,0.8170180722891566,1085,1328,87.64976958525345,951
0.9,law and crime,0.7692307692307693,920,1196,81.6304347826087,751
0.9,disasters and accidents,0.9067264573991032,1011,1115,97.62611275964392,987
0.9,business and economy,0.6850094876660342,361,527,80.33240997229917,290
0.9,sport,0.8956692913385826,455,508,96.92307692307692,441
0.9,arts and culture,0.6234413965087282,250,401,76.8,192
0.9,science and technology,0.7905405405405406,234,296,91.02564102564102,213
