TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.0,all,1.0,7327,7327,82.88521905281834,6073
0.0,armed conflicts and attacks,1.0,1956,1956,87.88343558282209,1719
0.0,politics and elections,1.0,1328,1328,78.76506024096386,1046
0.0,law and crime,1.0,1196,1196,75.58528428093645,904
0.0,disasters and accidents,1.0,1115,1115,92.01793721973094,1026
0.0,business and economy,1.0,527,527,75.14231499051233,396
0.0,sport,1.0,508,508,92.71653543307086,471
0.0,arts and culture,1.0,401,401,70.82294264339153,284
0.0,science and technology,1.0,296,296,76.6891891891892,227
0.1,all,1.0,7327,7327,82.95345980619626,6078
0.1,armed conflicts and attacks,1.0,1956,1956,87.88343558282209,1719
0.1,politics and elections,1.0,1328,1328,78.91566265060241,1048
0.1,law and crime,1.0,1196,1196,75.75250836120401,906
0.1,disasters and accidents,1.0,1115,1115,92.01793721973094,1026
0.1,business and economy,1.0,527,527,75.33206831119544,397
0.1,sport,1.0,508,508,92.71653543307086,471
0.1,arts and culture,1.0,401,401,70.82294264339153,284
0.1,science and technology,1.0,296,296,76.6891891891892,227
0.2,all,1.0,7327,7327,82.88521905281834,6073
0.2,armed conflicts and attacks,1.0,1956,1956,87.8323108384458,1718
0.2,politics and elections,1.0,1328,1328,78.76506024096386,1046
0.2,law and crime,1.0,1196,1196,75.58528428093645,904
0.2,disasters and accidents,1.0,1115,1115,92.01793721973094,1026
0.2,business and economy,1.0,527,527,75.33206831119544,397
0.2,sport,1.0,508,508,92.71653543307086,471
0.2,arts and culture,1.0,401,401,70.82294264339153,284
0.2,science and technology,1.0,296,296,76.6891891891892,227
0.3,all,0.9998635184932442,7326,7327,82.93748293748294,6076
0.3,armed conflicts and attacks,1.0,1956,1956,87.93456032719837,1720
0.3,politics and elections,0.9992469879518072,1327,1328,78.89977392614921,1047
0.3,law and crime,1.0,1196,1196,75.66889632107024,905
0.3,disasters and accidents,1.0,1115,1115,92.01793721973094,1026
0.3,business and economy,1.0,527,527,75.33206831119544,397
0.3,sport,1.0,508,508,92.71653543307086,471
0.3,arts and culture,1.0,401,401,70.57356608478803,283
0.3,science and technology,1.0,296,296,76.6891891891892,227
0.4,all,0.9948137027432783,7289,7327,83.2624502675264,6069
0.4,armed conflicts and attacks,0.9948875255623721,1946,1956,88.1808838643371,1716
0.4,politics and elections,0.9969879518072289,1324,1328,79.00302114803625,1046
