TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.0,all,1.0,7327,7327,83.62221918929986,6127
0.0,armed conflicts and attacks,1.0,1956,1956,89.62167689161554,1753
0.0,politics and elections,1.0,1328,1328,77.48493975903614,1029
0.0,law and crime,1.0,1196,1196,76.75585284280936,918
0.0,disasters and accidents,1.0,1115,1115,93.27354260089686,1040
0.0,business and economy,1.0,527,527,74.95256166982922,395
0.0,sport,1.0,508,508,93.30708661417323,474
0.0,arts and culture,1.0,401,401,71.07231920199501,285
0.0,science and technology,1.0,296,296,78.71621621621621,233
0.1,all,1.0,7327,7327,83.62221918929986,6127
0.1,armed conflicts and attacks,1.0,1956,1956,89.67280163599182,1754
0.1,politics and elections,1.0,1328,1328,77.40963855421687,1028
0.1,law and crime,1.0,1196,1196,76.75585284280936,918
0.1,disasters and accidents,1.0,1115,1115,93.27354260089686,1040
0.1,business and economy,1.0,527,527,74.95256166982922,395
0.1,sport,1.0,508,508,93.30708661417323,474
0.1,arts and culture,1.0,401,401,71.07231920199501,285
0.1,science and technology,1.0,296,296,78.71621621621621,233
0.2,all,1.0,7327,7327,83.64951549065101,6129
0.2,armed conflicts and attacks,1.0,1956,1956,89.7239263803681,1755
0.2,politics and elections,1.0,1328,1328,77.48493975903614,1029
0.2,law and crime,1.0,1196,1196,76.75585284280936,918
0.2,disasters and accidents,1.0,1115,1115,93.27354260089686,1040
0.2,business and economy,1.0,527,527,74.95256166982922,395
0.2,sport,1.0,508,508,93.30708661417323,474
0.2,arts and culture,1.0,401,401,71.07231920199501,285
0.2,science and technology,1.0,296,296,78.71621621621621,233
0.3,all,0.9994540739729767,7323,7327,83.66789567117301,6127
0.3,armed conflicts and attacks,1.0,1956,1956,89.67280163599182,1754
0.3,politics and elections,0.9992469879518072,1327,1328,77.4679728711379,1028
0.3,law and crime,1.0,1196,1196,76.75585284280936,918
0.3,disasters and accidents,0.9973094170403587,1112,1115,93.5251798561151,1040
0.3,business and economy,1.0,527,527,74.95256166982922,395
0.3,sport,1.0,508,508,93.30708661417323,474
0.3,arts and culture,1.0,401,401,71.07231920199501,285
0.3,science and technology,1.0,296,296,78.71621621621621,233
0.4,all,0.9961785178108367,7299,7327,83.81970132894917,6118
0.4,armed conflicts and attacks,0.9984662576687117,1953,1956,89.75934459805427,1753
0.4,politics and elections,0.9947289156626506,1321,1328,77.66843300529902,1026
0.4,law and crime,0.9974916387959866,1193,1196,76.86504610226321,917
0.4,disasters and accidents,0.9937219730941704,1108,1115,93.7725631768953,1039
0.4,business and economy,0.9962049335863378,525,527,75.04761904761905,394
0.4,sport,0.9940944881889764,505,508,93.46534653465346,472
0.4,arts and culture,0.9975062344139651,400,401,71.0,284
0.4,science and technology,0.9932432432432432,294,296,79.25170068027211,233
0.5,all,0.9848505527501024,7216,7327,84.31263858093126,6084
0.5,armed conflicts and attacks,0.9918200408997955,1940,1956,90.15463917525773,1749
0.5,politics and elections,0.9781626506024096,1299,1328,78.29099307159353,1017
0.5,law and crime,0.9849498327759197,1178,1196,77.41935483870968,912
0.5,disasters and accidents,0.9856502242152466,1099,1115,94.26751592356688,1036
0.5,business and economy,0.9810246679316889,517,527,75.43520309477756,390
0.5,sport,0.984251968503937,500,508,93.6,468
0.5,arts and culture,0.9825436408977556,394,401,71.06598984771574,280
0.5,science and technology,0.9763513513513513,289,296,80.27681660899654,232
0.6,all,0.9567353623584004,7010,7327,85.46362339514978,5991
0.6,armed conflicts and attacks,0.9749488752556237,1907,1956,90.92815941269009,1734
0.6,politics and elections,0.9457831325301205,1256,1328,79.45859872611464,998
0.6,law and crime,0.939799331103679,1124,1196,79.62633451957295,895
0.6,disasters and accidents,0.9748878923766816,1087,1115,95.03219871205152,1033
0.6,business and economy,0.9468690702087287,499,527,76.15230460921843,380
0.6,sport,0.9625984251968503,489,508,94.06952965235173,460
0.6,arts and culture,0.9152119700748129,367,401,71.93460490463215,264
0.6,science and technology,0.9493243243243243,281,296,80.7829181494662,227
0.7,all,0.9222055411491743,6757,7327,86.7544768388338,5862
0.7,armed conflicts and attacks,0.9570552147239264,1872,1956,91.72008547008546,1717
0.7,politics and elections,0.9043674698795181,1201,1328,81.43213988343048,978
0.7,law and crime,0.9005016722408027,1077,1196,80.77994428969359,870
0.7,disasters and accidents,0.9587443946188341,1069,1115,95.50982226379794,1021
0.7,business and economy,0.8937381404174574,471,527,78.34394904458598,369
0.7,sport,0.9271653543307087,471,508,95.54140127388536,450
0.7,arts and culture,0.8329177057356608,334,401,72.1556886227545,241
0.7,science and technology,0.8851351351351351,262,296,82.44274809160305,216
0.8,all,0.8831718302170056,6471,7327,88.30165353113892,5714
0.8,armed conflicts and attacks,0.9350715746421268,1829,1956,92.61891744122471,1694
0.8,politics and elections,0.8554216867469879,1136,1328,83.53873239436619,949
0.8,law and crime,0.8377926421404682,1002,1196,82.43512974051896,826
0.8,disasters and accidents,0.9434977578475336,1052,1115,96.38783269961978,1014
0.8,business and economy,0.8481973434535104,447,527,80.76062639821029,361
0.8,sport,0.8976377952755905,456,508,96.71052631578948,441
0.8,arts and culture,0.7456359102244389,299,401,73.24414715719064,219
0.8,science and technology,0.8445945945945946,250,296,84.0,210
