TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.0,all,1.0,7327,7327,83.15818206633001,6093
0.0,armed conflicts and attacks,1.0,1956,1956,86.80981595092024,1698
0.0,politics and elections,1.0,1328,1328,81.5512048192771,1083
0.0,law and crime,1.0,1196,1196,77.8428093645485,931
0.0,disasters and accidents,1.0,1115,1115,92.19730941704036,1028
0.0,business and economy,1.0,527,527,76.85009487666034,405
0.0,sport,1.0,508,508,90.35433070866142,459
0.0,arts and culture,1.0,401,401,68.3291770573566,274
0.0,science and technology,1.0,296,296,72.63513513513513,215
0.1,all,1.0,7327,7327,83.18547836768118,6095
0.1,armed conflicts and attacks,1.0,1956,1956,86.9120654396728,1700
0.1,politics and elections,1.0,1328,1328,81.47590361445783,1082
0.1,law and crime,1.0,1196,1196,77.92642140468227,932
0.1,disasters and accidents,1.0,1115,1115,92.19730941704036,1028
0.1,business and economy,1.0,527,527,76.85009487666034,405
0.1,sport,1.0,508,508,90.35433070866142,459
0.1,arts and culture,1.0,401,401,68.3291770573566,274
0.1,science and technology,1.0,296,296,72.63513513513513,215
0.2,all,1.0,7327,7327,83.14453391565443,6092
0.2,armed conflicts and attacks,1.0,1956,1956,86.86094069529652,1699
0.2,politics and elections,1.0,1328,1328,81.40060240963855,1081
0.2,law and crime,1.0,1196,1196,77.92642140468227,932
0.2,disasters and accidents,1.0,1115,1115,92.01793721973094,1026
0.2,business and economy,1.0,527,527,77.03984819734346,406
0.2,sport,1.0,508,508,90.35433070866142,459
0.2,arts and culture,1.0,401,401,68.3291770573566,274
0.2,science and technology,1.0,296,296,72.63513513513513,215
0.3,all,0.9997270369864883,7325,7327,83.19453924914676,6094
0.3,armed conflicts and attacks,1.0,1956,1956,86.86094069529652,1699
0.3,politics and elections,1.0,1328,1328,81.5512048192771,1083
0.3,law and crime,1.0,1196,1196,77.92642140468227,932
0.3,disasters and accidents,1.0,1115,1115,92.19730941704036,1028
0.3,business and economy,1.0,527,527,76.66034155597723,404
0.3,sport,1.0,508,508,90.35433070866142,459
0.3,arts and culture,0.9975062344139651,400,401,68.5,274
0.3,science and technology,0.9966216216216216,295,296,72.88135593220339,215
0.4,all,0.9964514808243483,7301,7327,83.37214080262977,6087
0.4,armed conflicts and attacks,0.9989775051124744,1954,1956,86.8474923234391,1697
0.4,politics and elections,0.9977409638554217,1325,1328,81.66037735849056,1082
0.4,law and crime,0.9991638795986622,1195,1196,77.99163179916317,932
0.4,disasters and accidents,0.9973094170403587,1112,1115,92.26618705035972,1026
0.4,business and economy,0.9924098671726755,523,527,77.05544933078394,403
0.4,sport,0.9960629921259843,506,508,90.71146245059289,459
