TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.7,business and economy,0.8595825426944972,453,527,77.2626931567329,350
0.7,sport,0.9507874015748031,483,508,94.824016563147,458
0.7,arts and culture,0.7581047381546134,304,401,63.81578947368421,194
0.7,science and technology,0.8851351351351351,262,296,86.6412213740458,227
0.8,all,0.870479050088713,6378,7327,88.78958921291941,5663
0.8,armed conflicts and attacks,0.9197341513292433,1799,1956,92.99610894941634,1673
0.8,politics and elections,0.8659638554216867,1150,1328,87.47826086956522,1006
0.8,law and crime,0.810200668896321,969,1196,83.17853457172343,806
0.8,disasters and accidents,0.9345291479820628,1042,1115,95.10556621880998,991
0.8,business and economy,0.8026565464895635,423,527,78.95981087470449,334
0.8,sport,0.9311023622047244,473,508,96.19450317124736,455
0.8,arts and culture,0.6807980049875312,273,401,64.46886446886447,176
0.8,science and technology,0.8412162162162162,249,296,89.1566265060241,222
0.9,all,0.8079705199945407,5920,7327,91.04729729729729,5390
0.9,armed conflicts and attacks,0.8773006134969326,1716,1956,94.11421911421911,1615
0.9,politics and elections,0.7951807228915663,1056,1328,90.15151515151516,952
0.9,law and crime,0.7290969899665551,872,1196,85.89449541284404,749
0.9,disasters and accidents,0.8959641255605382,999,1115,96.5965965965966,965
0.9,business and economy,0.713472485768501,376,527,82.18085106382979,309
0.9,sport,0.8858267716535433,450,508,97.33333333333333,438
0.9,arts and culture,0.5810473815461347,233,401,68.24034334763948,159
0.9,science and technology,0.7364864864864865,218,296,93.11926605504587,203
