TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.5,all,0.9823938856284974,7198,7327,84.2595165323701,6065
0.5,armed conflicts and attacks,0.9918200408997955,1940,1956,91.80412371134021,1781
0.5,politics and elections,0.9774096385542169,1298,1328,79.42989214175655,1031
0.5,law and crime,0.9824414715719063,1175,1196,73.87234042553192,868
0.5,disasters and accidents,0.9829596412556054,1096,1115,92.97445255474453,1019
0.5,business and economy,0.9601518026565465,506,527,77.27272727272727,391
0.5,sport,0.9960629921259843,506,508,93.08300395256917,471
0.5,arts and culture,0.9625935162094763,386,401,66.83937823834196,258
0.5,science and technology,0.9831081081081081,291,296,84.5360824742268,246
0.6,all,0.9519585096219463,6975,7327,85.47670250896057,5962
0.6,armed conflicts and attacks,0.9749488752556237,1907,1956,92.55374934452018,1765
0.6,politics and elections,0.9397590361445783,1248,1328,80.84935897435898,1009
0.6,law and crime,0.9339464882943144,1117,1196,75.29095792300805,841
0.6,disasters and accidents,0.9650224215246637,1076,1115,93.77323420074349,1009
0.6,business and economy,0.9222011385199241,486,527,78.39506172839506,381
0.6,sport,0.9862204724409449,501,508,93.6127744510978,469
0.6,arts and culture,0.8902743142144638,357,401,68.90756302521008,246
0.6,science and technology,0.956081081081081,283,296,85.51236749116607,242
0.7,all,0.9185205404667668,6730,7327,87.04309063893017,5858
0.7,armed conflicts and attacks,0.9560327198364008,1870,1956,93.63636363636364,1751
0.7,politics and elections,0.901355421686747,1197,1328,82.45614035087719,987
0.7,law and crime,0.8754180602006689,1047,1196,77.17287488061127,808
0.7,disasters and accidents,0.9488789237668162,1058,1115,94.6124763705104,1001
0.7,business and economy,0.8766603415559773,462,527,79.43722943722943,367
0.7,sport,0.9744094488188977,495,508,94.54545454545455,468
0.7,arts and culture,0.8154613466334164,327,401,72.4770642201835,237
0.7,science and technology,0.9256756756756757,274,296,87.22627737226277,239
0.8,all,0.8758018288521905,6417,7327,88.82655446470314,5700
0.8,armed conflicts and attacks,0.9320040899795501,1823,1956,94.62424574876577,1725
0.8,politics and elections,0.8554216867469879,1136,1328,84.33098591549296,958
0.8,law and crime,0.8193979933110368,980,1196,78.77551020408163,772
0.8,disasters and accidents,0.9237668161434978,1030,1115,95.72815533980582,986
0.8,business and economy,0.7950664136622391,419,527,82.57756563245823,346
0.8,sport,0.952755905511811,484,508,95.66115702479338,463
0.8,arts and culture,0.71571072319202,287,401,76.65505226480836,220
0.8,science and technology,0.8716216216216216,258,296,89.14728682170542,230
0.9,all,0.8190255220417634,6001,7327,90.71821363106149,5444
0.9,armed conflicts and attacks,0.9049079754601227,1770,1956,95.42372881355932,1689
0.9,politics and elections,0.7846385542168675,1042,1328,86.94817658349328,906
0.9,law and crime,0.7366220735785953,881,1196,81.4982973893303,718
0.9,disasters and accidents,0.884304932735426,986,1115,96.55172413793103,952
0.9,business and economy,0.7115749525616698,375,527,85.6,321
0.9,sport,0.9114173228346457,463,508,97.19222462203024,450
0.9,arts and culture,0.6034912718204489,242,401,78.09917355371901,189
0.9,science and technology,0.8175675675675675,242,296,90.49586776859505,219
