TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.8,all,0.8782584959737956,6435,7327,88.68686868686869,5707
0.8,armed conflicts and attacks,0.9187116564417178,1797,1956,90.2615470228158,1622
0.8,politics and elections,0.8576807228915663,1139,1328,85.42581211589113,973
0.8,law and crime,0.842809364548495,1008,1196,85.31746031746032,860
0.8,disasters and accidents,0.9309417040358744,1038,1115,95.3757225433526,990
0.8,business and economy,0.8406072106261859,443,527,84.19864559819413,373
0.8,sport,0.9271653543307087,471,508,97.45222929936305,459
0.8,arts and culture,0.7281795511221946,292,401,74.65753424657534,218
0.8,science and technology,0.8344594594594594,247,296,85.82995951417004,212
0.9,all,0.8216186706701242,6020,7327,90.73089700996678,5462
0.9,armed conflicts and attacks,0.8721881390593047,1706,1956,92.20398593200468,1573
0.9,politics and elections,0.7966867469879518,1058,1328,87.33459357277883,924
0.9,law and crime,0.7675585284280937,918,1196,88.01742919389979,808
0.9,disasters and accidents,0.9004484304932735,1004,1115,96.31474103585657,967
0.9,business and economy,0.7817836812144212,412,527,86.16504854368932,355
0.9,sport,0.8877952755905512,451,508,98.22616407982261,443
0.9,arts and culture,0.6159600997506235,247,401,78.13765182186235,193
0.9,science and technology,0.7567567567567568,224,296,88.83928571428571,199
