TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.0,all,1.0,7327,7327,82.72144124471134,6061
0.0,armed conflicts and attacks,1.0,1956,1956,89.82617586912066,1757
0.0,politics and elections,1.0,1328,1328,78.46385542168674,1042
0.0,law and crime,1.0,1196,1196,71.82274247491638,859
0.0,disasters and accidents,1.0,1115,1115,93.54260089686099,1043
0.0,business and economy,1.0,527,527,78.36812144212524,413
0.0,sport,1.0,508,508,91.53543307086615,465
0.0,arts and culture,1.0,401,401,62.8428927680798,252
0.0,science and technology,1.0,296,296,77.70270270270271,230
0.1,all,1.0,7327,7327,82.73508939538692,6062
0.1,armed conflicts and attacks,1.0,1956,1956,89.77505112474438,1756
0.1,politics and elections,1.0,1328,1328,78.6144578313253,1044
0.1,law and crime,1.0,1196,1196,71.82274247491638,859
0.1,disasters and accidents,1.0,1115,1115,93.54260089686099,1043
0.1,business and economy,1.0,527,527,78.36812144212524,413
0.1,sport,1.0,508,508,91.53543307086615,465
0.1,arts and culture,1.0,401,401,62.8428927680798,252
0.1,science and technology,1.0,296,296,77.70270270270271,230
0.2,all,1.0,7327,7327,82.69414494336017,6059
0.2,armed conflicts and attacks,1.0,1956,1956,89.77505112474438,1756
0.2,politics and elections,1.0,1328,1328,78.53915662650603,1043
0.2,law and crime,1.0,1196,1196,71.82274247491638,859
0.2,disasters and accidents,1.0,1115,1115,93.45291479820628,1042
0.2,business and economy,1.0,527,527,78.36812144212524,413
0.2,sport,1.0,508,508,91.53543307086615,465
0.2,arts and culture,1.0,401,401,62.8428927680798,252
0.2,science and technology,1.0,296,296,77.36486486486487,229
0.3,all,0.9997270369864883,7325,7327,82.73037542662117,6060
0.3,armed conflicts and attacks,1.0,1956,1956,89.82617586912066,1757
0.3,politics and elections,0.9992469879518072,1327,1328,78.52298417483044,1042
0.3,law and crime,1.0,1196,1196,71.82274247491638,859
0.3,disasters and accidents,0.9991031390134529,1114,1115,93.53680430879713,1042
0.3,business and economy,1.0,527,527,78.36812144212524,413
0.3,sport,1.0,508,508,91.53543307086615,465
0.3,arts and culture,1.0,401,401,62.8428927680798,252
0.3,science and technology,1.0,296,296,77.70270270270271,230
0.4,all,0.9965879623311041,7302,7327,82.99096138044371,6060
0.4,armed conflicts and attacks,0.9979550102249489,1952,1956,89.95901639344262,1756
0.4,politics and elections,0.9969879518072289,1324,1328,78.70090634441088,1042
0.4,law and crime,0.9941471571906354,1189,1196,72.32968881412953,860
0.4,disasters and accidents,0.9973094170403587,1112,1115,93.70503597122303,1042
0.4,business and economy,0.9981024667931688,526,527,78.51711026615969,413
0.4,sport,0.9960629921259843,506,508,91.89723320158103,465
0.4,arts and culture,0.9925187032418953,398,401,63.31658291457286,252
0.4,science and technology,0.9966216216216216,295,296,77.96610169491525,230
0.5,all,0.9847140712433465,7215,7327,83.54816354816354,6028
0.5,armed conflicts and attacks,0.9948875255623721,1946,1956,90.03083247687564,1752
0.5,politics and elections,0.9743975903614458,1294,1328,79.4435857805255,1028
0.5,law and crime,0.9824414715719063,1175,1196,72.85106382978724,856
0.5,disasters and accidents,0.9874439461883409,1101,1115,94.27792915531334,1038
0.5,business and economy,0.9886148007590133,521,527,79.07869481765835,412
0.5,sport,0.9783464566929134,497,508,93.158953722334,463
0.5,arts and culture,0.9675810473815462,388,401,64.17525773195877,249
0.5,science and technology,0.9898648648648649,293,296,78.49829351535836,230
0.6,all,0.9556435103043538,7002,7327,84.91859468723221,5946
0.6,armed conflicts and attacks,0.9795501022494888,1916,1956,90.81419624217119,1740
0.6,politics and elections,0.9322289156626506,1238,1328,80.77544426494346,1000
0.6,law and crime,0.947324414715719,1133,1196,74.31597528684907,842
0.6,disasters and accidents,0.9730941704035875,1085,1115,94.93087557603687,1030
0.6,business and economy,0.9544592030360531,503,527,80.9145129224652,407
0.6,sport,0.9625984251968503,489,508,94.06952965235173,460
0.6,arts and culture,0.8952618453865336,359,401,67.13091922005572,241
0.6,science and technology,0.9425675675675675,279,296,81.00358422939068,226
0.7,all,0.9189299849870343,6733,7327,86.38051388682608,5816
0.7,armed conflicts and attacks,0.9570552147239264,1872,1956,91.88034188034187,1720
0.7,politics and elections,0.8885542168674698,1180,1328,81.52542372881356,962
0.7,law and crime,0.8904682274247492,1065,1196,76.33802816901408,813
0.7,disasters and accidents,0.9560538116591928,1066,1115,95.87242026266416,1022
0.7,business and economy,0.9070208728652751,478,527,82.42677824267783,394
0.7,sport,0.937007874015748,476,508,95.58823529411765,455
0.7,arts and culture,0.8204488778054863,329,401,69.30091185410335,228
0.7,science and technology,0.902027027027027,267,296,83.14606741573034,222
0.8,all,0.8804422000818889,6451,7327,87.92435281351729,5672
0.8,armed conflicts and attacks,0.934560327198364,1828,1956,92.88840262582058,1698
0.8,politics and elections,0.8411144578313253,1117,1328,82.9006266786034,926
0.8,law and crime,0.8336120401337793,997,1196,78.23470411233701,780
0.8,disasters and accidents,0.9434977578475336,1052,1115,96.57794676806084,1016
0.8,business and economy,0.8444022770398482,445,527,83.82022471910112,373
0.8,sport,0.90748031496063,461,508,96.529284164859,445
0.8,arts and culture,0.7406483790523691,297,401,72.39057239057239,215
0.8,science and technology,0.8581081081081081,254,296,86.22047244094489,219
0.9,all,0.8232564487511942,6032,7327,90.00331564986737,5429
0.9,armed conflicts and attacks,0.8997955010224948,1760,1956,94.26136363636364,1659
0.9,politics and elections,0.7778614457831325,1033,1328,84.99515972894483,878
0.9,law and crime,0.7408026755852842,886,1196,80.9255079006772,717
0.9,disasters and accidents,0.9103139013452914,1015,1115,97.4384236453202,989
0.9,business and economy,0.7703984819734345,406,527,87.19211822660098,354
0.9,sport,0.8562992125984252,435,508,98.16091954022988,427
0.9,arts and culture,0.655860349127182,263,401,75.2851711026616,198
0.9,science and technology,0.7905405405405406,234,296,88.46153846153847,207
