TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.4,law and crime,0.9966555183946488,1192,1196,76.09060402684564,907
0.4,disasters and accidents,0.9964125560538116,1111,1115,92.43924392439244,1027
0.4,business and economy,0.9905123339658444,522,527,80.26819923371647,419
0.4,sport,0.9980314960629921,507,508,92.11045364891518,467
0.4,arts and culture,0.9925187032418953,398,401,68.34170854271356,272
0.4,science and technology,0.9966216216216216,295,296,75.2542372881356,222
0.5,all,0.9845775897365907,7214,7327,83.55974494039368,6028
0.5,armed conflicts and attacks,0.9918200408997955,1940,1956,85.41237113402062,1657
0.5,politics and elections,0.9856927710843374,1309,1328,82.12375859434682,1075
0.5,law and crime,0.9765886287625418,1168,1196,76.96917808219177,899
0.5,disasters and accidents,0.9883408071748879,1102,1115,92.74047186932849,1022
0.5,business and economy,0.9791271347248577,516,527,80.81395348837209,417
0.5,sport,0.9822834645669292,499,508,93.18637274549098,465
0.5,arts and culture,0.9750623441396509,391,401,69.30946291560102,271
0.5,science and technology,0.9763513513513513,289,296,76.8166089965398,222
0.6,all,0.9466357308584686,6936,7327,85.22202998846598,5911
0.6,armed conflicts and attacks,0.9647239263803681,1887,1956,86.38049814520403,1630
0.6,politics and elections,0.9465361445783133,1257,1328,83.77088305489261,1053
0.6,law and crime,0.9214046822742475,1102,1196,78.85662431941924,869
0.6,disasters and accidents,0.9668161434977578,1078,1115,93.69202226345084,1010
0.6,business and economy,0.9240986717267552,487,527,83.9835728952772,409
0.6,sport,0.9468503937007874,481,508,95.42619542619542,459
0.6,arts and culture,0.9077306733167082,364,401,72.52747252747253,264
0.6,science and technology,0.9459459459459459,280,296,77.5,217
0.7,all,0.9151085027978709,6705,7327,86.59209545115586,5806
0.7,armed conflicts and attacks,0.9386503067484663,1836,1956,87.63616557734204,1609
0.7,politics and elections,0.9216867469879518,1224,1328,84.88562091503267,1039
0.7,law and crime,0.8804347826086957,1053,1196,80.5318138651472,848
0.7,disasters and accidents,0.9479820627802691,1057,1115,94.70198675496688,1001
0.7,business and economy,0.8823529411764706,465,527,84.73118279569893,394
0.7,sport,0.9311023622047244,473,508,96.19450317124736,455
0.7,arts and culture,0.8204488778054863,329,401,74.77203647416414,246
0.7,science and technology,0.9054054054054054,268,296,79.85074626865672,214
0.8,all,0.8722533096765388,6391,7327,88.43686434047879,5652
0.8,armed conflicts and attacks,0.9023517382413088,1765,1956,89.40509915014164,1578
0.8,politics and elections,0.8727409638554217,1159,1328,86.45383951682484,1002
0.8,law and crime,0.8152173913043478,975,1196,83.17948717948718,811
0.8,disasters and accidents,0.9273542600896861,1034,1115,95.45454545454545,987
0.8,business and economy,0.8462998102466793,446,527,86.09865470852019,384
0.8,sport,0.9133858267716536,464,508,97.41379310344827,452
0.8,arts and culture,0.7481296758104738,300,401,76.66666666666667,230
0.8,science and technology,0.8378378378378378,248,296,83.87096774193549,208
0.9,all,0.816022928893135,5979,7327,89.99832747951163,5381
0.9,armed conflicts and attacks,0.8619631901840491,1686,1956,90.51008303677342,1526
0.9,politics and elections,0.8102409638554217,1076,1328,87.45353159851301,941
0.9,law and crime,0.7374581939799331,882,1196,85.03401360544218,750
0.9,disasters and accidents,0.895067264573991,998,1115,96.29258517034069,961
0.9,business and economy,0.7760910815939279,409,527,88.75305623471883,363
0.9,sport,0.8838582677165354,449,508,97.99554565701558,440
0.9,arts and culture,0.6384039900249376,256,401,79.6875,204
0.9,science and technology,0.7533783783783784,223,296,87.89237668161435,196
