TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.0,all,1.0,7327,7327,82.47577453255084,6043
0.0,armed conflicts and attacks,1.0,1956,1956,86.14519427402863,1685
0.0,politics and elections,1.0,1328,1328,81.17469879518072,1078
0.0,law and crime,1.0,1196,1196,74.08026755852843,886
0.0,disasters and accidents,1.0,1115,1115,92.5560538116592,1032
0.0,business and economy,1.0,527,527,78.36812144212524,413
0.0,sport,1.0,508,508,91.14173228346456,463
0.0,arts and culture,1.0,401,401,64.33915211970074,258
0.0,science and technology,1.0,296,296,77.02702702702703,228
0.1,all,1.0,7327,7327,82.44847823119967,6041
0.1,armed conflicts and attacks,1.0,1956,1956,86.14519427402863,1685
0.1,politics and elections,1.0,1328,1328,81.25,1079
0.1,law and crime,1.0,1196,1196,73.91304347826087,884
0.1,disasters and accidents,1.0,1115,1115,92.5560538116592,1032
0.1,business and economy,1.0,527,527,78.17836812144212,412
0.1,sport,1.0,508,508,91.14173228346456,463
0.1,arts and culture,1.0,401,401,64.33915211970074,258
0.1,science and technology,1.0,296,296,77.02702702702703,228
0.2,all,1.0,7327,7327,82.46212638187525,6042
0.2,armed conflicts and attacks,1.0,1956,1956,86.14519427402863,1685
0.2,politics and elections,1.0,1328,1328,81.25,1079
0.2,law and crime,1.0,1196,1196,73.99665551839465,885
0.2,disasters and accidents,1.0,1115,1115,92.5560538116592,1032
0.2,business and economy,1.0,527,527,78.17836812144212,412
0.2,sport,1.0,508,508,91.14173228346456,463
0.2,arts and culture,1.0,401,401,64.33915211970074,258
0.2,science and technology,1.0,296,296,77.02702702702703,228
0.3,all,0.9997270369864883,7325,7327,82.45733788395904,6040
0.3,armed conflicts and attacks,0.9994887525562373,1955,1956,86.13810741687979,1684
0.3,politics and elections,1.0,1328,1328,81.25,1079
0.3,law and crime,0.9991638795986622,1195,1196,73.89121338912133,883
0.3,disasters and accidents,1.0,1115,1115,92.5560538116592,1032
0.3,business and economy,1.0,527,527,78.36812144212524,413
0.3,sport,1.0,508,508,91.14173228346456,463
0.3,arts and culture,1.0,401,401,64.33915211970074,258
0.3,science and technology,1.0,296,296,77.02702702702703,228
0.4,all,0.9949501842500341,7290,7327,82.75720164609054,6033
0.4,armed conflicts and attacks,0.9943762781186094,1945,1956,86.47814910025707,1682
0.4,politics and elections,0.9962349397590361,1323,1328,81.48148148148148,1078
0.4,law and crime,0.9924749163879598,1187,1196,74.30497051390059,882
0.4,disasters and accidents,0.9982062780269059,1113,1115,92.722371967655,1032
0.4,business and economy,0.9962049335863378,525,527,78.66666666666667,413
0.4,sport,0.9980314960629921,507,508,91.12426035502959,462
0.4,arts and culture,0.9825436408977556,394,401,64.9746192893401,256
0.4,science and technology,1.0,296,296,77.02702702702703,228
0.5,all,0.9807561075474274,7186,7327,83.35652657946007,5990
0.5,armed conflicts and attacks,0.9846625766871165,1926,1956,86.96780893042575,1675
0.5,politics and elections,0.9819277108433735,1304,1328,81.90184049079754,1068
0.5,law and crime,0.9698996655518395,1160,1196,74.82758620689656,868
0.5,disasters and accidents,0.989237668161435,1103,1115,93.10970081595649,1027
0.5,business and economy,0.9791271347248577,516,527,79.65116279069767,411
0.5,sport,0.9881889763779528,502,508,91.83266932270917,461
0.5,arts and culture,0.9551122194513716,383,401,65.79634464751958,252
0.5,science and technology,0.9864864864864865,292,296,78.08219178082192,228
0.6,all,0.9489559164733179,6953,7327,84.66848842226378,5887
0.6,armed conflicts and attacks,0.9550102249488752,1868,1956,87.95503211991435,1643
0.6,politics and elections,0.954066265060241,1267,1328,82.87292817679558,1050
0.6,law and crime,0.919732441471572,1100,1196,76.9090909090909,846
0.6,disasters and accidents,0.97847533632287,1091,1115,93.95050412465628,1025
0.6,business and economy,0.9506641366223909,501,527,80.83832335329342,405
0.6,sport,0.9744094488188977,495,508,92.52525252525253,458
0.6,arts and culture,0.8728179551122195,350,401,66.85714285714286,234
0.6,science and technology,0.9493243243243243,281,296,80.42704626334519,226
0.7,all,0.9095127610208816,6664,7327,86.34453781512605,5754
0.7,armed conflicts and attacks,0.9233128834355828,1806,1956,89.09191583610188,1609
0.7,politics and elections,0.9081325301204819,1206,1328,85.1575456053068,1027
0.7,law and crime,0.8637123745819398,1033,1196,79.38044530493708,820
0.7,disasters and accidents,0.9623318385650225,1073,1115,94.78098788443616,1017
0.7,business and economy,0.920303605313093,485,527,82.0618556701031,398
0.7,sport,0.9330708661417323,474,508,93.67088607594937,444
0.7,arts and culture,0.8079800498753117,324,401,68.51851851851852,222
0.7,science and technology,0.8885135135135135,263,296,82.50950570342205,217
0.8,all,0.8672034939265729,6354,7327,88.16493547371735,5602
0.8,armed conflicts and attacks,0.8916155419222904,1744,1956,90.65366972477064,1581
0.8,politics and elections,0.8621987951807228,1145,1328,86.8995633187773,995
0.8,law and crime,0.8110367892976589,970,1196,81.23711340206185,788
0.8,disasters and accidents,0.9363228699551569,1044,1115,96.0727969348659,1003
0.8,business and economy,0.8690702087286527,458,527,84.06113537117903,385
0.8,sport,0.90748031496063,461,508,94.7939262472885,437
0.8,arts and culture,0.713216957605985,286,401,70.27972027972028,201
0.8,science and technology,0.831081081081081,246,296,86.17886178861788,212
0.9,all,0.8071516309540058,5914,7327,90.36185322962461,5344
0.9,armed conflicts and attacks,0.8445807770961146,1652,1956,92.00968523002422,1520
0.9,politics and elections,0.8057228915662651,1070,1328,89.34579439252336,956
0.9,law and crime,0.7249163879598662,867,1196,83.1603229527105,721
0.9,disasters and accidents,0.9103139013452914,1015,1115,96.84729064039409,983
0.9,business and economy,0.7893738140417458,416,527,87.25961538461539,363
0.9,sport,0.844488188976378,429,508,98.13519813519814,421
0.9,arts and culture,0.5985037406483791,240,401,73.75,177
0.9,science and technology,0.7601351351351351,225,296,90.22222222222223,203
