TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.6,armed conflicts and attacks,0.9693251533742331,1896,1956,89.5042194092827,1697
0.6,politics and elections,0.954066265060241,1267,1328,83.5043409629045,1058
0.6,law and crime,0.9406354515050167,1125,1196,77.6,873
0.6,disasters and accidents,0.9721973094170404,1084,1115,91.14391143911439,988
0.6,business and economy,0.937381404174573,494,527,77.1255060728745,381
0.6,sport,0.952755905511811,484,508,95.24793388429752,461
0.6,arts and culture,0.8478802992518704,340,401,66.47058823529412,226
0.6,science and technology,0.9222972972972973,273,296,84.24908424908425,230
0.7,all,0.9159273918384059,6711,7327,86.36566830576665,5796
0.7,armed conflicts and attacks,0.941717791411043,1842,1956,90.77090119435397,1672
0.7,politics and elections,0.920933734939759,1223,1328,85.03679476696648,1040
0.7,law and crime,0.9005016722408027,1077,1196,79.01578458681523,851
0.7,disasters and accidents,0.9381165919282511,1046,1115,92.63862332695984,969
0.7,business and economy,0.8861480075901328,467,527,79.01498929336188,369
0.7,sport,0.9409448818897638,478,508,95.60669456066945,457
0.7,arts and culture,0.7905236907730673,317,401,67.82334384858044,215
0.7,science and technology,0.8817567567567568,261,296,85.44061302681992,223
0.8,all,0.8733451617305855,6399,7327,87.95124238162212,5628
0.8,armed conflicts and attacks,0.9049079754601227,1770,1956,92.20338983050847,1632
0.8,politics and elections,0.8795180722891566,1168,1328,86.64383561643835,1012
0.8,law and crime,0.8478260869565217,1014,1196,81.16370808678501,823
0.8,disasters and accidents,0.9067264573991032,1011,1115,93.86745796241345,949
0.8,business and economy,0.8330170777988615,439,527,80.18223234624146,352
0.8,sport,0.9212598425196851,468,508,96.36752136752136,451
0.8,arts and culture,0.6982543640897756,280,401,68.92857142857143,193
0.8,science and technology,0.8412162162162162,249,296,86.74698795180723,216
0.9,all,0.8135662617715299,5961,7327,89.80036906559302,5353
0.9,armed conflicts and attacks,0.8609406952965235,1684,1956,93.52731591448931,1575
0.9,politics and elections,0.8268072289156626,1098,1328,87.7959927140255,964
0.9,law and crime,0.7591973244147158,908,1196,83.81057268722466,761
0.9,disasters and accidents,0.8538116591928251,952,1115,96.00840336134453,914
0.9,business and economy,0.7571157495256167,399,527,82.20551378446115,328
0.9,sport,0.8917322834645669,453,508,96.6887417218543,438
0.9,arts and culture,0.600997506234414,241,401,70.95435684647303,171
0.9,science and technology,0.7635135135135135,226,296,89.38053097345133,202
