TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.0,all,1.0,7327,7327,81.97079295755425,6006
0.0,armed conflicts and attacks,1.0,1956,1956,86.96319018404908,1701
0.0,politics and elections,1.0,1328,1328,73.41867469879519,975
0.0,law and crime,1.0,1196,1196,78.76254180602007,942
0.0,disasters and accidents,1.0,1115,1115,91.21076233183857,1017
0.0,business and economy,1.0,527,527,72.86527514231499,384
0.0,sport,1.0,508,508,93.89763779527559,477
0.0,arts and culture,1.0,401,401,70.07481296758105,281
0.0,science and technology,1.0,296,296,77.36486486486487,229
0.1,all,1.0,7327,7327,81.91620035485192,6002
0.1,armed conflicts and attacks,1.0,1956,1956,87.06543967280163,1703
0.1,politics and elections,1.0,1328,1328,73.3433734939759,974
0.1,law and crime,1.0,1196,1196,78.42809364548495,938
0.1,disasters and accidents,1.0,1115,1115,91.21076233183857,1017
0.1,business and economy,1.0,527,527,72.86527514231499,384
0.1,sport,1.0,508,508,93.7007874015748,476
0.1,arts and culture,1.0,401,401,70.07481296758105,281
0.1,science and technology,1.0,296,296,77.36486486486487,229
0.2,all,1.0,7327,7327,81.9298485055275,6003
0.2,armed conflicts and attacks,1.0,1956,1956,86.96319018404908,1701
0.2,politics and elections,1.0,1328,1328,73.49397590361446,976
0.2,law and crime,1.0,1196,1196,78.67892976588628,941
0.2,disasters and accidents,1.0,1115,1115,91.21076233183857,1017
0.2,business and economy,1.0,527,527,72.48576850094877,382
0.2,sport,1.0,508,508,93.7007874015748,476
0.2,arts and culture,1.0,401,401,70.07481296758105,281
0.2,science and technology,1.0,296,296,77.36486486486487,229
0.3,all,1.0,7327,7327,81.9298485055275,6003
0.3,armed conflicts and attacks,1.0,1956,1956,87.01431492842536,1702
0.3,politics and elections,1.0,1328,1328,73.41867469879519,975
0.3,law and crime,1.0,1196,1196,78.51170568561874,939
0.3,disasters and accidents,1.0,1115,1115,91.21076233183857,1017
0.3,business and economy,1.0,527,527,72.86527514231499,384
0.3,sport,1.0,508,508,93.7007874015748,476
0.3,arts and culture,1.0,401,401,70.07481296758105,281
0.3,science and technology,1.0,296,296,77.36486486486487,229
0.4,all,0.9964514808243483,7301,7327,82.12573620052048,5996
0.4,armed conflicts and attacks,0.9989775051124744,1954,1956,87.10337768679632,1702
0.4,politics and elections,0.9977409638554217,1325,1328,73.43396226415095,973
0.4,law and crime,0.9966555183946488,1192,1196,78.7751677852349,939
0.4,disasters and accidents,0.9946188340807175,1109,1115,91.61406672678088,1016
0.4,business and economy,0.9962049335863378,525,527,72.76190476190476,382
0.4,sport,0.9940944881889764,505,508,94.45544554455445,477
0.4,arts and culture,0.9925187032418953,398,401,70.35175879396985,280
0.4,science and technology,0.9898648648648649,293,296,77.47440273037543,227
0.5,all,0.9838951822028115,7209,7327,82.6328200860036,5957
0.5,armed conflicts and attacks,0.9938650306748467,1944,1956,87.39711934156378,1699
0.5,politics and elections,0.9804216867469879,1302,1328,74.11674347158218,965
0.5,law and crime,0.979933110367893,1172,1196,79.26621160409556,929
0.5,disasters and accidents,0.9874439461883409,1101,1115,91.82561307901908,1011
0.5,business and economy,0.9753320683111955,514,527,73.5408560311284,378
0.5,sport,0.9822834645669292,499,508,94.78957915831663,473
0.5,arts and culture,0.970074812967581,389,401,71.2082262210797,277
0.5,science and technology,0.972972972972973,288,296,78.125,225
0.6,all,0.953869250716528,6989,7327,83.8746601802833,5862
0.6,armed conflicts and attacks,0.9729038854805726,1903,1956,88.176563321072,1678
0.6,politics and elections,0.9390060240963856,1247,1328,75.30072173215717,939
0.6,law and crime,0.9389632107023411,1123,1196,81.30008904719502,913
0.6,disasters and accidents,0.9739910313901345,1086,1115,92.7255985267035,1007
0.6,business and economy,0.9316888045540797,491,527,74.949083503055,368
0.6,sport,0.9704724409448819,493,508,95.33468559837728,470
0.6,arts and culture,0.9251870324189526,371,401,72.50673854447439,269
0.6,science and technology,0.9290540540540541,275,296,79.27272727272727,218
0.7,all,0.9217960966289068,6754,7327,85.35682558483862,5765
0.7,armed conflicts and attacks,0.9504089979550102,1859,1956,89.13394298009683,1657
0.7,politics and elections,0.8945783132530121,1188,1328,77.1885521885522,917
0.7,law and crime,0.9005016722408027,1077,1196,82.9155060352832,893
0.7,disasters and accidents,0.9614349775784753,1072,1115,93.09701492537313,998
0.7,business and economy,0.8937381404174574,471,527,76.64543524416136,361
0.7,sport,0.9488188976377953,482,508,96.47302904564316,465
0.7,arts and culture,0.8528678304239401,342,401,76.0233918128655,260
0.7,science and technology,0.8885135135135135,263,296,81.36882129277566,214
0.8,all,0.8830353487102498,6470,7327,86.86244204018547,5620
0.8,armed conflicts and attacks,0.9274028629856851,1814,1956,90.2425578831312,1637
0.8,politics and elections,0.8509036144578314,1130,1328,78.93805309734513,892
0.8,law and crime,0.8494983277591973,1016,1196,84.44881889763779,858
0.8,disasters and accidents,0.9291479820627803,1036,1115,94.3050193050193,977
0.8,business and economy,0.8292220113851992,437,527,78.48970251716247,343
0.8,sport,0.9350393700787402,475,508,97.05263157894737,461
0.8,arts and culture,0.7930174563591023,318,401,77.67295597484276,247
0.8,science and technology,0.8243243243243243,244,296,84.01639344262296,205
0.9,all,0.82339293025795,6033,7327,88.9109895574341,5364
0.9,armed conflicts and attacks,0.8834355828220859,1728,1956,91.37731481481481,1579
0.9,politics and elections,0.7801204819277109,1036,1328,82.23938223938224,852
0.9,law and crime,0.782608695652174,936,1196,86.11111111111111,806
0.9,disasters and accidents,0.8887892376681614,991,1115,95.45913218970736,946
0.9,business and economy,0.7324478178368121,386,527,83.16062176165804,321
0.9,sport,0.90748031496063,461,508,97.61388286334056,450
0.9,arts and culture,0.6932668329177057,278,401,80.93525179856115,225
0.9,science and technology,0.7331081081081081,217,296,85.25345622119816,185
