TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.0,all,1.0,7327,7327,81.45216323188208,5968
0.0,armed conflicts and attacks,1.0,1956,1956,87.11656441717791,1704
0.0,politics and elections,1.0,1328,1328,79.74397590361446,1059
0.0,law and crime,1.0,1196,1196,63.7123745819398,762
0.0,disasters and accidents,1.0,1115,1115,92.01793721973094,1026
0.0,business and economy,1.0,527,527,80.26565464895636,423
0.0,sport,1.0,508,508,93.7007874015748,476
0.0,arts and culture,1.0,401,401,69.82543640897755,280
0.0,science and technology,1.0,296,296,80.4054054054054,238
0.1,all,1.0,7327,7327,81.49310768390883,5971
0.1,armed conflicts and attacks,1.0,1956,1956,87.11656441717791,1704
0.1,politics and elections,1.0,1328,1328,79.74397590361446,1059
0.1,law and crime,1.0,1196,1196,63.79598662207358,763
0.1,disasters and accidents,1.0,1115,1115,92.10762331838565,1027
0.1,business and economy,1.0,527,527,80.26565464895636,423
0.1,sport,1.0,508,508,93.7007874015748,476
0.1,arts and culture,1.0,401,401,70.07481296758105,281
0.1,science and technology,1.0,296,296,80.4054054054054,238
0.2,all,1.0,7327,7327,81.50675583458441,5972
0.2,armed conflicts and attacks,1.0,1956,1956,87.1676891615542,1705
0.2,politics and elections,1.0,1328,1328,79.74397590361446,1059
0.2,law and crime,1.0,1196,1196,63.7123745819398,762
0.2,disasters and accidents,1.0,1115,1115,92.19730941704036,1028
0.2,business and economy,1.0,527,527,80.26565464895636,423
0.2,sport,1.0,508,508,93.7007874015748,476
0.2,arts and culture,1.0,401,401,69.82543640897755,280
0.2,science and technology,1.0,296,296,80.74324324324324,239
0.3,all,0.9995905554797325,7324,7327,81.4991807755325,5969
0.3,armed conflicts and attacks,1.0,1956,1956,87.11656441717791,1704
0.3,politics and elections,0.9992469879518072,1327,1328,79.80406932931425,1059
0.3,law and crime,1.0,1196,1196,63.79598662207358,763
0.3,disasters and accidents,0.9991031390134529,1114,1115,92.10053859964093,1026
0.3,business and economy,1.0,527,527,80.26565464895636,423
0.3,sport,1.0,508,508,93.7007874015748,476
0.3,arts and culture,0.9975062344139651,400,401,70.0,280
0.3,science and technology,1.0,296,296,80.4054054054054,238
0.4,all,0.99508666575679,7291,7327,81.75833219037169,5961
0.4,armed conflicts and attacks,0.9974437627811861,1951,1956,87.28856996412097,1703
0.4,politics and elections,0.9947289156626506,1321,1328,80.09084027252082,1058
0.4,law and crime,0.9891304347826086,1183,1196,64.24344885883347,760
0.4,disasters and accidents,0.9955156950672646,1110,1115,92.34234234234235,1025
0.4,business and economy,0.9962049335863378,525,527,80.57142857142857,423
0.4,sport,1.0,508,508,93.7007874015748,476
0.4,arts and culture,0.9925187032418953,398,401,70.10050251256281,279
0.4,science and technology,0.9966216216216216,295,296,80.33898305084746,237
0.5,all,0.9803466630271598,7183,7327,82.66740916051789,5938
0.5,armed conflicts and attacks,0.9897750511247444,1936,1956,87.8099173553719,1700
0.5,politics and elections,0.9781626506024096,1299,1328,81.06235565819861,1053
0.5,law and crime,0.9715719063545151,1162,1196,64.97418244406197,755
0.5,disasters and accidents,0.9838565022421525,1097,1115,93.34548769371011,1024
0.5,business and economy,0.9620493358633776,507,527,82.44575936883629,418
0.5,sport,0.9960629921259843,506,508,94.07114624505928,476
0.5,arts and culture,0.9526184538653366,382,401,72.25130890052355,276
0.5,science and technology,0.9932432432432432,294,296,80.27210884353741,236
0.6,all,0.9488194349665621,6952,7327,84.14844649021865,5850
0.6,armed conflicts and attacks,0.9739263803680982,1905,1956,88.55643044619423,1687
0.6,politics and elections,0.9465361445783133,1257,1328,82.49801113762928,1037
0.6,law and crime,0.9096989966555183,1088,1196,66.91176470588235,728
0.6,disasters and accidents,0.968609865470852,1080,1115,94.16666666666667,1017
0.6,business and economy,0.9146110056925996,482,527,84.85477178423237,409
0.6,sport,0.9744094488188977,495,508,95.15151515151516,471
0.6,arts and culture,0.9027431421446384,362,401,74.03314917127072,268
0.6,science and technology,0.956081081081081,283,296,82.3321554770318,233
0.7,all,0.9156544288248942,6709,7327,85.48218810552989,5735
0.7,armed conflicts and attacks,0.946319018404908,1851,1956,89.84332793084819,1663
0.7,politics and elections,0.9156626506024096,1216,1328,83.71710526315789,1018
0.7,law and crime,0.846989966555184,1013,1196,68.01579466929911,689
0.7,disasters and accidents,0.9614349775784753,1072,1115,94.58955223880596,1014
0.7,business and economy,0.8842504743833017,466,527,86.48068669527898,403
0.7,sport,0.9586614173228346,487,508,96.09856262833675,468
0.7,arts and culture,0.8428927680798005,338,401,75.7396449704142,256
0.7,science and technology,0.8986486486486487,266,296,84.21052631578948,224
0.8,all,0.8800327555616214,6448,7327,86.98821339950372,5609
0.8,armed conflicts and attacks,0.9217791411042945,1803,1956,90.95951192457017,1640
0.8,politics and elections,0.8840361445783133,1174,1328,84.75298126064736,995
0.8,law and crime,0.7709030100334449,922,1196,70.39045553145336,649
0.8,disasters and accidents,0.9408071748878923,1049,1115,95.42421353670161,1001
0.8,business and economy,0.8444022770398482,445,527,88.76404494382022,395
0.8,sport,0.9468503937007874,481,508,96.67359667359668,465
0.8,arts and culture,0.7980049875311721,320,401,77.1875,247
0.8,science and technology,0.8581081081081081,254,296,85.43307086614173,217
0.9,all,0.8198444110822983,6007,7327,89.0461128683203,5349
0.9,armed conflicts and attacks,0.8773006134969326,1716,1956,92.19114219114219,1582
0.9,politics and elections,0.8200301204819277,1089,1328,87.05234159779614,948
0.9,law and crime,0.6714046822742475,803,1196,73.22540473225405,588
0.9,disasters and accidents,0.9085201793721973,1013,1115,96.15004935834156,974
0.9,business and economy,0.7798861480075902,411,527,91.72749391727494,377
0.9,sport,0.9212598425196851,468,508,97.00854700854701,454
0.9,arts and culture,0.6882793017456359,276,401,80.07246376811594,221
0.9,science and technology,0.7804054054054054,231,296,88.74458874458874,205
