TH,Class,Coverage,#Covered,#Total,Accuracy,#Correct
0.6,armed conflicts and attacks,0.9708588957055214,1899,1956,90.83728278041075,1725
0.6,politics and elections,0.9578313253012049,1272,1328,82.23270440251572,1046
0.6,law and crime,0.9297658862876255,1112,1196,79.67625899280576,886
0.6,disasters and accidents,0.967713004484305,1079,1115,93.04911955514365,1004
0.6,business and economy,0.9240986717267552,487,527,76.18069815195072,371
0.6,sport,0.9507874015748031,483,508,93.16770186335404,450
0.6,arts and culture,0.9102244389027432,365,401,72.87671232876713,266
0.6,science and technology,0.9493243243243243,281,296,88.25622775800711,248
0.7,all,0.9186570219735226,6731,7327,87.3124350022285,5877
0.7,armed conflicts and attacks,0.9478527607361963,1854,1956,91.74757281553399,1701
0.7,politics and elections,0.9194277108433735,1221,1328,84.11138411138411,1027
0.7,law and crime,0.8846153846153846,1058,1196,81.09640831758034,858
0.7,disasters and accidents,0.947085201793722,1056,1115,94.12878787878788,994
0.7,business and economy,0.8633776091081594,455,527,78.02197802197803,355
0.7,sport,0.9251968503937008,470,508,94.25531914893617,443
0.7,arts and culture,0.8653366583541147,347,401,73.77521613832853,256
0.7,science and technology,0.9121621621621622,270,296,90.0,243
0.8,all,0.8826259041899822,6467,7327,88.75831142724601,5740
0.8,armed conflicts and attacks,0.9207566462167689,1801,1956,92.78178789561355,1671
0.8,politics and elections,0.8817771084337349,1171,1328,85.56789069171649,1002
0.8,law and crime,0.8361204013377926,1000,1196,83.0,830
0.8,disasters and accidents,0.9183856502242153,1024,1115,95.5078125,978
0.8,business and economy,0.8121442125237192,428,527,79.20560747663552,339
0.8,sport,0.9035433070866141,459,508,94.77124183006536,435
0.8,arts and culture,0.8104738154613467,325,401,76.0,247
0.8,science and technology,0.875,259,296,91.89189189189189,238
0.9,all,0.8265320049133342,6056,7327,90.58784676354028,5486
0.9,armed conflicts and attacks,0.878323108384458,1718,1956,94.06286379511059,1616
0.9,politics and elections,0.8192771084337349,1088,1328,87.59191176470588,953
0.9,law and crime,0.7709030100334449,922,1196,85.03253796095444,784
0.9,disasters and accidents,0.884304932735426,986,1115,96.45030425963489,951
0.9,business and economy,0.7191650853889943,379,527,81.00263852242745,307
0.9,sport,0.8720472440944882,443,508,95.93679458239278,425
0.9,arts and culture,0.683291770573566,274,401,80.2919708029197,220
0.9,science and technology,0.831081081081081,246,296,93.4959349593496,230
